brand,primaryCategories,reviews.numHelpful,reviews.rating,reviews.text
0,"Toys & Games,Electronics",0.0,2,"This makes for a decent tablet for a kid with the kids edition, but I'm not sure I'd want it as an adult. There are much better tablets on the market. But since it's cheap, that's to be expected."
0,"Office Supplies,Electronics",0.0,2,It is affordable and it had Increased storage but no backlight and the screen could be better!
2,Health & Beauty,,4,"Great batteries, they last long!"
2,Health & Beauty,,4,They are batteries. They work. That's all that matters.
0,Electronics,0.0,1,The first Fire HD8 we purchased died within 1 week of purchase. We had to go back and exchange it for a new one. Not a good sign so far.
2,Health & Beauty,,4,"These batteries wor great on my tv remote. Until they die, then you have to replace them"
2,Health & Beauty,,4,They work great
2,Health & Beauty,,3,"these are the only AA batteries i buy now, great price and outlasts any of the batteries from the big box stores"
2,Health & Beauty,,0,Worst batteries ever. After m Duracell's in my wireless alarm keypad died after over a year I thought I would try these Amazon batteries. These batteries DO NOT last a week before they die and I have to replace them. Spend the extra money and buy the Duracell's they will same you money in the long run.
2,Health & Beauty,,4,perfect cheap batteries
2,Health & Beauty,,1,I bought them to go into a flashlight. They never lasted more that a few hours and got really dim. maybe good for things like remote controls
2,Health & Beauty,,4,"Good price, good quality and shipping time much less expensive than at the local drugstore. will buy again.."
0,Electronics,0.0,3,Love the choice of colors. Have two kindles of my own and purchased this for a gift.
0,Electronics,0.0,3,This tablet is great for ebooks and small apps. Kid friendly.I feel like it runs slower than apple products. But can't beat the price overall.
2,Health & Beauty,,4,Good value for money and good deal. Glad I bought it
2,Health & Beauty,,4,"Excellent set of batteries, very affordable, and comes with a nice packaging. I won't be buying batteries from retail stores anymore."
0,Electronics,2.0,3,"If you want a basic reader that can be used as a mini tablet, then this is a good deal for the price"
2,Health & Beauty,,4,As expected
2,Health & Beauty,,4,THESE are always a good buy.
0,Electronics,1.0,3,"This was the perfect gift for high school graduates. I went to get the 8GB but for $10 more I could get them both more storage. Let me tell you, they loved the gift and thought it was the best of all time. I've decided this is the gift I will buy for all birthdays and holidays this year!"
2,Health & Beauty,,0,"These batteries are junk. Some of the new once have no more power than the once they replaced. If they are good, they ware out very quickly. I don't like to make negative reports, but these are so bad!"
2,Health & Beauty,,4,These batteries work as expected. No noticeable difference in the mAh
2,Health & Beauty,,1,I would have gotten the same quality had I got batteries from the dollar store. I was very disappointed.
0,Electronics,0.0,2,"These are great tablets for the kids and the price is wonderful with the warranty and the soft, yet bulky (a good thing in this instance) case. The only thing I wish, was that it could access the Google Play Store so my kids could watch the movies we have in our Google Play Movies account."
0,Electronics,0.0,3,"I bought the tablet for my 2 year grand daughter. The system comes with a set of kid friendly games and allows you to put the tablet on kid mode.. this keeps her in the ""safe zone"". I also installed ABC Mouse. Another hit program"
2,Health & Beauty,,4,Excellent
2,Health & Beauty,,4,Great batteries for the price
2,Health & Beauty,,4,thanks
2,Health & Beauty,,2,Good: but don't seem to last as long as major brands
2,Health & Beauty,,4,I spoil my cats rotten with toys. They burn through AA bats like a lonely middle aged woman. This is the cheapest way to get them. I just wish they didn't plastic wrap them in bundles of 4.
2,Health & Beauty,,4,Great batteries for a great price.
2,Health & Beauty,,2,Have not had the opportunity ti critique
2,Health & Beauty,,4,Great deal
2,Health & Beauty,,4,So far they seem as good as the major brands. Second time have ordered and have had no issues with the quality versus the name brands.
2,Health & Beauty,,2,do not seem to last as long as other batteries
0,Electronics,0.0,3,Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.
0,Electronics,0.0,1,The charging plugs on these kindle damage way to easy. I am very disappointed as this is not the first time this has happened to one of my kindles.
0,Electronics,0.0,2,Not enough features. It's to simple. When parental control is on it's not much you can do on the tablet not even use the camera
2,Health & Beauty,,0,Batteries dead as of June 1. I did not use half of then. Good for 6 months.
2,Health & Beauty,,4,Fanastic!!
0,Electronics,0.0,3,My son loves this tablet built tough and sturdy at great price
0,Electronics,0.0,0,"Worked great but after awhile I wouldn't unlock. After I'd enter my pin, the screen would go black. I took it to geek squad (luckily I bought the protection plan!) and told me they don't fix them they just replace them. So I got another one but that one did the exact same thing. Ended up returning that one too."
2,Health & Beauty,,4,Great batteries.
2,Health & Beauty,,4,"Works as it should, no problems"
2,Health & Beauty,,4,work great
0,Electronics,0.0,3,"It works well for me, however, my wife seems to have cold fingers, and the touch screen does not always respond. One other odd quirk. If the tablet is turned off, and you plug it in to charge it, it automatically turns on. You then have to wait until it boots, and then turn it off again. This is very annoying. Before recommending to someone, I would tell them about this annoying quirk."
2,Health & Beauty,,2,Some of the batteries did not work well.
2,Health & Beauty,,0,I don't know who made these batteries but they are worthless. They do not hold a charge.I WILL NOT BUY AGAIN.
0,Electronics,0.0,3,This is a great Tablet at a really great price. The best part is if you happen to break it just buy a new one
2,Health & Beauty,,4,Good
0,Electronics,0.0,3,"Couldn't beat the value for this with the Black Friday price. They aren't the best tablets, but they do a lot for the price."
2,Health & Beauty,,4,Very good batteries
2,Health & Beauty,,4,Great performance great price.
0,Electronics,0.0,3,The tablet overall is nice a little laggy simply because we're avid Apple users however the games that's are free in the free time area are amazing the way that Amazon takes measures to keep the kids safe is like non other I'd definitely recommend this product just if you're used to Apple it will take some getting used to.
0,Electronics,0.0,3,This product is very easy to set up and use. Has lots of great features that make it fun and easy for kids to play games and read books.
2,Health & Beauty,,4,Last about 8 hours of non stop use which is about average. But the price was AMAZING!
2,Health & Beauty,,4,Best value for batteries!
0,Electronics,1.0,0,Returned it. it was a poor reader and clearly would not last..
2,Health & Beauty,,4,it was ok
0,Electronics,0.0,3,This tablet has great graphics and clarity. The screen is is just right for a nighttime reader.
2,Health & Beauty,,4,Good price. Batteries last long enough.
2,Health & Beauty,,2,Works
2,Health & Beauty,,4,work great
2,Health & Beauty,,4,Good buy
0,"Toys & Games,Electronics",0.0,3,great the kids love it for learning on and great on long trips
0,Electronics,1.0,3,"Extra features are nice and upgrading from the Kindle Paperwhite was fairly simple. Amazon did an automatic system update which was not cool. There should have been an option to update when we wanted, not when they wanted."
0,Electronics,105.0,3,"I've had lots of tablets in the past, mostly from the Samsung line, but this is my first Amazon Fire, so I want to write this review for others who have never tried one of these. At the time that this was written, Alexa had not been added to the tablet.First, while this device runs an Android type of operating system, Amazon puts its own spin on the operating system. I don't feel like I'm using Android. This feels different to me. It doesn't have the same level of customization that Android users have come to appreciate. That being said, if you are an Amazon Prime member, this device has been tailored to be your content entertainment machine. It's simply a fun way to consume your magazines, books, etc.There are 3 on-screen buttons on the bottom of the device. The middle button immediately takes you to your home screen. The button to the left acts as a sort of ""back"" button. It also lets me get rid of my keyboard when I don't need it on screen, but it's open. The button to the right is super important. It took me a couple of days to realize what it does. That square shaped button is what you press you see what apps you have open. It lets you switch between apps, but it also lets you see which apps you have open and close them out. You can close them by pressing the ""X"" button in the corner of the window that appears or by touching the app window and swiping to the right. If you leave all of those apps open and you never close them, you'll drain your battery. Make sure you use that little square button to clear your apps.The device has several menus that you swipe left to view. First, you start with your home screen. You literally can stay on this screen and do anything you need to do on the tablet. All of your apps are housed here. You swipe up to view all of them. The tablet comes with several apps pre-installed such as Slik, Amazon's own internet browser, Audible, Good Reads, the Amazon app store, a weather app, etc. You can go to the Amazon app store to download other apps such as Twitter, Facebook, etc. You can combine the apps on this page into folders. You just drag one app to another app and a folder appears. This made my home screen much more manageable. You can change the size of the font on the home screen from normal to large or small in the device settings. This feature doesn't necessarily increase the size of the font within your apps, however. I believe it only changes the font on your main screens.If you have a magazine or newspaper subscription that is connected to your device, when you have a new issues, it will show up at the top of your home page screen under the heading of ""new items."" The device comes with a free 6 month subscription to the Washington Post. You'll see that under ""new items"" when you initially activate your tablet.You can change the wallpaper on the screen to use one of your own photos. You can do this through the settings menu on the device. If you want to use one of your own photos, however, you need to either take it on the device or move it into Amazon's Photos app, which is a cloud-based app.So far, I haven't found a way to effectively use a different photo management app that will let me change my wallpaper. I'm not crazy about the Amazon Photo app. I found it annoying to move my photos from my phone into Amazon's cloud just so I could view them on my tablet. That being said, I'm not planning to take photos on this device. I just wanted a few pet photos on there and the ability to change my wallpaper.Beyond the home screen, you can swipe to the right to view your other screen. They are pre-arranged to be: books, videos, games, shop, apps, music, audiobooks, and newstand. All of those screens are connected to your Amazon account. For example, if you have Kindle books you've already purchased, they automatically will appear under the Books menu. Your magazines and newspaper subscriptions will appear under the newstand menu. There doesn't seem to be a way to change the order of the menu pages. That bugs me, but it's not the end of the world. There's also one menu to the left of the ""home"" menu. It's the ""recent"" page. It shows you what you've received looked at on the tablet. I never use it, but it might be handy for some people.One of my favorite features of this tablet is Amazon's ""On Deck"" capability. If you're an Amazon Prime member, Amazon will periodically download a video to your device that it thinks you might like. The items don't count against your pre-installed memory and they automatically deleted off if your memory starts getting full. You can turn off the ""on deck"" feature if you don't like it. I've been content with the video playback capability. This isn't my major use of the device, but the images look fine and the audio is OK. I'll talk more about the speakers later. My other favorite feature of this tablet is viewing magazine content through the Newstand. I've tried 3 magazines on here and they all look gorgeous. Now, I can always have my magazines with me so if I'm stuck at the airport or at the doctor's office, I always have them. One of my regular magazines includes a free digital version of the magazine for free. I just had to connect my account to the device. This allows me to download the back issues of the magazine for as long as I've had an account. My other magazine didn't include a digital edition so I canceled the print edition of it and switched to the digital version. (It was an inexpensive magazine, anyway.) There are several magazines that you can try free for 30 days on the device. I did this with a third magazine and decided to keep it for a year. Viewing magazines on this gadget is a pleasure.The Kindle Fire doesn't come with the Google Play store installed. You can side load it to the device without rooting it (and breaking your warranty.) You can Google to find the instructions to do this. It's not difficult to do if you're fairly comfortable with technology. It probably took me 10 minutes. Most of the apps I wanted were in the Amazon store, but there were a handful that I had paid for through Google Play. The only way I could have them was to go back to access that store. They have worked fine so far. I despise the keyboard that Amazon pre-installed on this device. There are no lines between the letters on the keyboard. I suppose it designed to be better for swyping through keys, but I hate it. I fixed that problem by going to Google Play and downloading a new keyboard. It was a pretty easy problem to solve so I can't complain.Apps that are connecting to the Internet can be a little slow to load on this device compared to my other gadgets, but that generally doesn't bother me. If you were using this tablet to replace your personal laptop, however, that might drive you crazy. The screen on this device isn't bad. If I compare it to my fancy phone, it's not as shape, but when you think about the price of this device compared to my smartphone, the screen is outstanding.The speakers are OK. There are two of them located on the bottom of the screen. I won't say that they are fantastic. They aren't. In my opinion, they are fine for watching YouTube or a television show. They are not OK for listening to music if you are an audiophile. You can make it a little better by downloading a different music app instead of relying on the pre-install app, but still your music will sound tinny. That being said, you can always connect your tablet to a bluetooth speaker, use a pair of headphones, etc.This device wasn't made for taking pictures. It has a front and back camera, but they aren't designed to be spectacular. I'm not using them.I find this device a little difficult to hold in my hands. I think that's partly because of the size and partly because it feels very slick. Also, I do have some hand problems (similar to someone who has Carpal Tunnel syndrome). I think it will be easier to handle once my case arrives. I'm still waiting for it. I'm greatly enjoying this device. It's simply fun to use the tablet. There are weaknesses that come with that lower price tag, but you legitimately get a lot of bang for your buck, particularly if you regularly use Amazon services. If you don't typically use Amazon and you are just looking for a tablet for viewing the Internet and you're looking for a low price tag, this device may be OK for you."
0,Electronics,0.0,3,"The only issue with this kindle is the price, otherwise, it's awesome. Light, compact, with a long battery life and tons of features... like an automatic backlight which is useful if you read at night."
0,Electronics,0.0,3,It is super easy to set daily limits and goals for children on the device. Remember to set up Amazon Household which makes installing apps via site easier. Has everything a typical Android tablet has.
2,Health & Beauty,,4,On time and as described.
2,Health & Beauty,,0,These worked for about a week. Then started leaking and just stopped working. I ended up throwing them away. I even had to throw a string of lights out because of the leaks of batteries.
0,Electronics,0.0,3,"The commercials are correct, at this price you can have multiple devices in your household for the price of a comparable competitor's tablet."
2,Health & Beauty,,4,"Great seller, awesome product!"
0,Electronics,0.0,3,Good tablet for my baby.keeps him busy. I love it.
0,Electronics,0.0,3,I don't know much about tablets but the sales associate recommended this one for me. It does what I need and more but I just don't know how to use it yet.
0,"Toys & Games,Electronics",0.0,3,This product is a great learning tool for my 4yr old toddler. It's has the option for kid mode or regular tablet mode.
0,Electronics,0.0,3,"I purchased the kindle fire because I needed a entertainment only device for long flights. This device is the perfect size for travel and easy to use and set up with your Amazon account. It is worth purchasing a Fire tablet if you are an Amazon Prime member. If not, I would not recommend it because the available apps are limited . My only complaint about this device is that if it freezes it is difficult to reset."
2,Health & Beauty,,3,Cheap and good.
2,Health & Beauty,,3,Good.
0,Electronics,1.0,3,"Bought this for my 87 year old grandmother who wanted to be able to play games and read books from the library. My aunt lives with her and can help her use it so its perfect for that type of user. After playing with It, I would consider it for just about anyone other than a hardcore user that wants the latest and greatest tech. if you are tech saavy, you can do more with these Fire tablets than advertised."
2,Health & Beauty,,4,As expected
2,Health & Beauty,,4,"Well, I've only used 3 of these for about an hour but they are lovely so far."
0,Electronics,0.0,3,"Size, brightness, and convenience are good. The option to link with android products for messages is a little hard."
0,Electronics,0.0,3,"I bought this tab as a birthday gift for my 12 yr old nephew who lives in India. It's very useful for him to google for important information over the Internet for his school assignments. Also, he can video chat with me using Skype.Rightly priced to be a kid's product. Resolution could've been better if its targeted as a kid's product. I think better resolution can reduce some pressure on eyes while reading documents with fine text."
2,Health & Beauty,,4,"EXCELLENT PRODUCT,GREAT QUALITY AND VALUE"
2,Health & Beauty,,4,Batteries are holding up well with my battery operated LED candles.
2,Health & Beauty,,4,They're batteries. They work. Simple as that.
0,"Toys & Games,Electronics",0.0,3,"First time buying a kindle, mostly for my 4 years old to have his own device so he won't use our iPad.Pro: light and has padded protection all around so it won't damage. Kid friendly.Con: hard to navigate and go to YouTube directly. We have always use the Apple device so it was hard for us to figure out where everything is. My son uses YouTube mostly and he gets frustrated when he can't find the app. After few months we are still learning to use this devise."
0,Electronics,0.0,3,Good device with large screen and easy to operate for kids.
2,Health & Beauty,,0,All were dead
2,Health & Beauty,,4,That's pretty a lot
0,Electronics,0.0,3,"This tablet is perfect for my mom. She primarily uses it for playing games, the calendar and taking pictures. The camera is a decent camera for a 7"" tablet. Hopefully she'll use it to read books and magazines as well."
2,Health & Beauty,,4,Battery life lasting much longer than expected.
0,Electronics,0.0,2,There's not much difference in the regular Kindle. Wait till it goes on sale.
2,Health & Beauty,,1,"poor performer, does not last long at all."
2,Health & Beauty,,0,Does not turn well at all. Will be returning it
2,Health & Beauty,,0,"SAVE YOUR MONEY. Buy the name brand. I have a bathroom light that uses 3 AAA batteries. I typically get 6 months out of it with regular batteries I get roughly a week out of it with these. Sure, they are cheaper but you will buy them 4x as often. Worst Amazon purchase thus far."
0,Electronics,0.0,3,"This is a great tablet. It has amazing storage. I use mine daily. Great for reading, surfing the web and games. The one small thing I don't like is Amazon prime shows are a bit dark for some reason. Hulu and Netflix work wonderful."
2,Health & Beauty,,4,good price
0,Electronics,0.0,3,I bought this as a gift and it has performed perfectly. Can't beat at this price.
0,Electronics,0.0,2,It's an ok tablet because you need to have an Amazon account in order to download free apps
2,Health & Beauty,,2,A lot of batteries for the good price. But they don't last too long.
2,Health & Beauty,,4,Great. Thank you.
2,Health & Beauty,,1,"While these batteries work, they don't last as long as expected. They lasted about 1/2 the time as a standard store bought battery (Energizer/Duracell/Rayovac). I will not buy these again. In contrast, the Amazon Basics AA Rechargeable is Awesome."
0,Electronics,0.0,2,Unable to download the Instagram app. which stinks
2,Health & Beauty,,4,Amazing price for all of these batteries!
2,Health & Beauty,,3,Work good
2,Health & Beauty,,3,good price haven't had any go TU yet
2,Health & Beauty,,3,Good batteries. No complaints.
2,Health & Beauty,,4,The batteries is very goood!
0,Electronics,0.0,3,Love this one.It is my third kindle.My last one was a bit larger but it was a bit heavy.Love this one for reading or playing games.I can check my email and shop on line as well as take and store photos.I can also listen to music.
2,Health & Beauty,,4,"Great value for batteries in bulk - our household expends batteries quickly, so it's great to always have a backup supply.The low cost of these means I can afford to keep plenty on hand. The quality is comparable to most other brands we've tried - especially for video game controllers and the like."
2,Health & Beauty,,0,I can only think of one way to describe this item...JUNK!!!
2,Health & Beauty,,0,Battery storage life only lasted 8 months (stored indoors).
0,Electronics,0.0,2,"My 7-year old daughter saved up to by this. Her brother bought the 8GB about a year earlier, so new she needed more space. The OS is a bit clunky, and less intuitive then on higher priced tablets, but tough to beat the price. Speed isn't great for web or certain gaming apps, but fine for books. Parental controls are helpful, but take time to figure out and require more steps than seem necessary to change. Overall, OK first tablet for kids, considering the price. For adults, fine for e-books and VERY basic apps. Otherwise, best to pay up for better quality and OS efficiency."
0,Electronics,1.0,3,"Tablet is great for kids and adult use. I purchased the tablet to use at school with students with disabilities. The tablet holds up well holds a charge throughout the week. The tablet offers games that do not require Wi-Fi or data. If you have a prime membership there are a lot of benefits when using the fire, for example free apps, free streaming movies & music, etc."
0,Electronics,0.0,3,"This little tablet surprised me. I did not expect to get that smooth of an experience on it. I thought I would need the later Ipads to get decent performance but these units handled everything I needed to do. Videos play awesome, scrolling is super smooth. Activating the tablet is also a breeze, just need an Amazon account which is free. Battery life could be better and could have included a stylus but still great tablets for beginners."
0,Electronics,0.0,2,Personally I'd say buy the newer 6 inch fire. But you do get more for your money getting the older one.
0,Electronics,0.0,3,"Hadn't really checked into Kindles/tablets before. Does more than I expected it too, tho now I'm a little disappointed that it's a little limited to Amazon-related and approved stuff. The app store for the device is more limited even tho it uses a form of Android (which means no Flash also). But I'm mostly using it for reading, so I'm happy with it and would recommend it. The 8 was the perfect size for me, the 6 screen was too small for reading comfortably and the 10 was too big as a handheld."
0,Electronics,0.0,0,I I thought the buy For my child bc the kids mode but it was very poor
2,Health & Beauty,,0,"Sorry Amazon, I love you, but these batteries are terrible. They don't last long at all. Reordered before I realized that they peter out in short order. They have failed in every application requiring batteries. Unfortunately, their made in Indonesia. Wasn't putting them in the China slot immediately but have no choice to do so. Applications referred to are, tooth brush, remote controls, motion lights, etc. Purchased, AAA AA with no difference in performance. I enjoyed the idea of being stocked up on quantity, but the quantity doesn't replace quality. Won't be ordering these batteries again. But will be shopping for a superior product.J.MAC"
2,Health & Beauty,,4,GREAT
2,Health & Beauty,,4,They're adorable.
0,Electronics,0.0,2,I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.
2,Health & Beauty,,4,very nice
2,Health & Beauty,,0,Batteries die super fast!
0,Electronics,0.0,3,Good deal and a great price. Wish the Geek Squad knew more about combining kindle accounts
0,"Office Supplies,Electronics",0.0,3,"my wife had a kindle for 10 years and it finally died on her , this was a great replacement"
2,Health & Beauty,,4,Work fine but run out an it quickly.
2,Health & Beauty,,4,Great product! Reasonable price! Fast shipping!
2,Health & Beauty,,4,Seems to fix the faulty cable on my son's headset well.
0,Electronics,0.0,3,"This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already shown it to a couple of friends who now say they are thinking about getting one."
2,Health & Beauty,,3,Another great price for batteries!
0,Electronics,0.0,3,"Great tablet, only thing needed is a better camera. However, for the price, it can't be beat."
2,Health & Beauty,,4,Great price for a ton of batteries.
0,Electronics,0.0,0,So slow returning mine for something different any suggestions
2,Health & Beauty,,4,"I've been using these batteries for awhile now, and I'm very happy with their performance. The quality and the price are top notch!"
0,Electronics,0.0,3,For its size this is a pretty well made product that produces great sound and I love the portability.
0,Electronics,0.0,3,It would have been nice if the charging cord was more compatible with other devices.
2,Health & Beauty,,4,good
2,Health & Beauty,,3,"I don't know if they are the best or not but they work, and are cheaper."
0,"Toys & Games,Electronics",0.0,3,Simple to use and setup for a 2 years old toddler.
2,Health & Beauty,,4,as advertised
2,Health & Beauty,,2,you get what you pay for... they are not great
2,Health & Beauty,,1,2 way radio drained batteries daily so too expensive
0,Electronics,0.0,3,"Great for reading books, but I having to manually update the apps is a pain."
2,Health & Beauty,,3,"It seems every toy my 2 year old currently owns has batteries in it for the price, I can't find a better deal on a battery than these.I don't know about all that fancy ratings that other reviewers write about, but I know when I put these in a toy for my son, he starts smiling again. That's all I need from a product."
0,Electronics,0.0,3,Bought this gift for my wife and she loves it. Works as expected.
0,Electronics,0.0,3,My granddaughter loves it. She is disabled and is actually learning her site words from school from the books app. Being ADHD she can sit for along time playing. Love that it is geared for kids.
2,Health & Beauty,,4,Always worked well in my tools and controllers. Cheap. Dont forget to recycle
2,Health & Beauty,,0,"I am now trying to use the batteries and basically they are not working. Perhaps they are old, but they are just plain not working. I put in a Duracell and my headphones work. I put any one of the 36 batteries in the headphones - and it is not working. It is not worth the effort to get my 10 back."
0,Electronics,0.0,3,"Good tablet, great price, easy to use, pick up simple"
0,Electronics,0.0,2,Easy to use and lots of handy features. Downside is the ads that apparently can't be shut off and you can't upload and and play downloaded YouTube videos unless you are online.
2,Health & Beauty,,1,Tried this out. Loved the box. The package of individuals of 4 each is nice but not convenient at times. We tried these on a high drain police radio and a low drain Samsung personal radio.STICKING WITH MAXELL. They out perform these and its noticeable for about 3 more. Better value.
0,Electronics,0.0,3,Easy to follow directions allowed her to set it up with me watching over her shoulder.
0,Electronics,0.0,0,This product is not user friendly much less kid friendly. Took them back for samsungs.
2,Health & Beauty,,4,"Batteries that work. Seem to last the same as other major brands, but cheaper to buy. A no-brainer."
2,Health & Beauty,,4,good product
0,"Toys & Games,Electronics",0.0,3,I got this for my 3 years old girl and she loves it. Very fast she was able to figure out the games and how to work with it. I have some concern like the port for charger is so bad and easy to break knowing kids are using it. Battery life is short and dosent last but anything else seems to be ok.
2,Health & Beauty,,1,"I've used theses batteries in several devices now, and they always run out of juice much faster than typical AA batteries."
2,Health & Beauty,,3,thank you
0,Electronics,0.0,3,Bought this as a gift but was wrong item wanted so wasn't used
0,Electronics,0.0,3,I will be ordering Amazon fire for my two granddaughters because they love Nana's so much
2,Health & Beauty,,3,Ok
2,Health & Beauty,,2,"These batteries are only OK. They don't last as long as Duracell and when they die, it's usually instantly. One moment they seem to work fine, the very next moment they are outputting half power. I would say that about half of these batteries just simply died while being used, no warning, no gradual loss of power, simply dead. They also seem to be marginally shorter than brand-name batteries, but to be honest, I haven't measured them. Suffice it to say I've decided that I would rather spend the few extra cents per battery on brand-name batteries. It's simply not worth the savings in my opinion. (I've had similar experience with Dollar Store batteries.)"
0,"Toys & Games,Electronics",0.0,3,Very durable and keeps my 5yr old entertained. I have to limit his use. Lots of apps/games that incorporate learning. Very age appropriate and safe. No worries on what my child is being exposed to.
2,Health & Beauty,,4,"Everyone needs batteries these are great for the price. Ship quick thanks to Amazon, and they actually do last!"
2,Health & Beauty,,3,fast delivery and works as expected
0,Electronics,0.0,2,There is nothing spectacular about this item but also nothing majorly wrong with it. The biggest flaw is that this is geared to kids and there is no way that I have found searching settings or online to lock the touch screen so that a video keeps playing if the child hits the screen. This means lots of times helping get back into the movie or show rather than just relaxing like an iPad can do with guided access activated.
0,Electronics,0.0,3,Amazon has consistently delivered quality tablets at the best prices and this is no exception.
2,Health & Beauty,,4,They're batteries...They work...And make other stuff work. Yay!
2,Health & Beauty,,3,"Excellent value, good batteries"
0,Electronics,0.0,3,This is a great product for keeping our 2 year old entertained . She no longer asks for our phones which is a big bonus !
0,Electronics,0.0,2,"In my opinion it's very slow for internet use. Good for our 5 yr old to use but we purchased this for her to do online curriculums, which is almost impossible to do with this tablet because of the speed. Our internet connection is great with every other laptop and computer in the house."
2,Health & Beauty,,1,"ehh...they run out of charge very quickly....its honestly bad for the environment. they do seem to be a bargain but a brand name might come in a smaller quantity but will last longer than these..update 1: these batteries pack's have 50 working(short term) and 50 non-working batteries...I brought multiple battery packs and all have batteries that don't work.In my estimation, i think these batteries are not worth it."
2,Health & Beauty,,0,These batteries die very fast. These are used in a remote and I have replaced them 4 times within a year. The previous batteries lasted 3 years.
2,Health & Beauty,,4,Great price and batteries are fully charged
2,Health & Beauty,,3,Thanks!
2,Health & Beauty,,4,Lasts as long as the competitors!
2,Health & Beauty,,4,So far they seem to work okay
0,Electronics,7.0,3,"I was so looking forward to this that I bought it right when it popped up as available on Best Buy. This is obviously the most refined Kindle on the market as of now. The ergonomics are just perfect, as there is no other Kindle or any ebook reader for that matter that is as easy to use single handed as this one. Fits perfectly in the palm and the page turn buttons are a joy to use.The charging case can be removed while reading and it snaps back easily, you do not have to deliberately align it properly. Once the case is connected it starts charging the Kindle which prolongs its battery life.In short, if you are an avid reader and can spare $290, this is the Kindle to buy. For occasional readers it might not make sense to spend so much and the Kindle Paperwhite should do just fine."
2,Health & Beauty,,4,nice
2,Health & Beauty,,4,Arrived quickly and as promised. Thank you.
2,Health & Beauty,,3,As described
0,Electronics,2.0,3,The original electronic book. Bought it for my wife who reads paper book at two to three a week. She's hooked and loves the Kindle.
0,Electronics,0.0,3,"My baby boy has one, I knew my girl would love it as well. Fun games and the AppStore has access to new games and books."
0,Electronics,0.0,3,The sound and screen quality are great and I like the blue light cutoff feature.I found that toggling back & forth online to be clumsy compared to a tablet.It is lightweight and easier to handle for long periods of time.
0,Electronics,0.0,2,"I wish the tablet was faster and more consistent. It is ok as a first tablet, but not for someone who has owned many and wants to do many things with it."
0,"Toys & Games,Electronics",0.0,2,Wish it was easier to understand set up so children don't accidently charge to my account.
2,Health & Beauty,,4,"works great, no dead or short lived batts"
2,Health & Beauty,,0,Bought a box of 36 aaa batteries and all batteries were dead. Don't waste your money. The only way I rated it 1one star is because it would not except ZERO stars which is what this product deserves.
2,Health & Beauty,,4,Work as advertised and fair price.
0,Electronics,0.0,3,"This is my first Fire Kindle. I love it. It is fast, and has good internet. It gives me quick access to all my Kindle library. I found out it's easier to scroll through the pages than when using Kindle Touch."
2,Health & Beauty,,3,"I have many AA battery operated things in my house. I use flameless candles that come on every night and stay on for 6 hours. I go through batteries. It was getting pretty expensive at the store. Found these, ordered them. Using them. They seem to be a high quality battery, unlike some others I have purchased only to have them last half as long. These are great!"
0,Electronics,0.0,2,Having to press to talk steals the real thunder of what the amazon echo can do.
0,Electronics,0.0,3,Awesome tablet. Purchased for kids. They love it..
0,Electronics,0.0,3,"Awesome tablet for the price but the only con is that you can't get google play on it, you have to use the Amazon app store"
0,Electronics,0.0,3,"this was a christmas present, for the nephew works good, he loves it"
0,Electronics,0.0,3,It is a solid product great for kids I like it a lot
2,Health & Beauty,,4,Bought for me.
2,Health & Beauty,,4,Totally satisfied
0,"Electronics,Media",0.0,3,Easy to handle. Light weight. I like that it automatically shuts off when the cover is closed.
2,Health & Beauty,,4,last pretty long
2,Health & Beauty,,3,"We normally like to use rechargeable batteries but we have a few items that say not to use them so we bought these to use in those items. These batteries seem to work well so far everything is going well with them. They seem to be lasting okay, we did have a couple that seemed to run down quickly, we are chalking that up to the fact that my son left the device they were in on for an extended amount of time.We will continue to use the rest of the batteries and see how the rest of them perform. I will post an update if we find we have anymore that rundown quickly."
2,Health & Beauty,,3,"These are great batteries without paying the premium for name brands. Our kids go through batteries like their potato chips, so its nice to get a good product at a reasonable price."
2,Health & Beauty,,1,Important Part missing - the power cordStained and 2 different colored remotesNot acceptable
2,Health & Beauty,,4,It's good
